"","affy_hg_u133_plus_2","hgnc_symbol"
"30395","224872_at","DIP2B"
"30396","224449_at","DDI2"
"30397","224814_at","DPP7"
"30398","222133_s_at","PHF20L1"
"30399","222440_s_at","THRAP3"
"30400","222439_s_at","THRAP3"
"30401","220965_s_at","RSPH6A"
"30402","224589_at","XIST"
"30403","221728_x_at","XIST"
"30404","224588_at","XIST"
"30405","224590_at","XIST"
"30406","225480_at","C1orf122"
"30407","221354_s_at","MCHR1"
"30408","223855_s_at","MCHR1"
"30409","221864_at",""
"30410","222244_s_at","TUG1"
"30411","221864_at","ORAI3"
"30412","222817_at","HSD3B7"
"30413","224180_x_at","WDPCP"
"30414","224258_at","WDPCP"
"30415","221728_x_at",""
"30416","224590_at",""
"30417","224460_s_at","L2HGDH"
"30418","224459_at","L2HGDH"
"30419","222792_s_at","CCDC59"
"30420","221870_at","EHD2"
"30421","221580_s_at","TAF1D"
"30422","222728_s_at","TAF1D"
"30423","221267_s_at","ABHD17AP6"
"30424","220939_s_at","DPP8"
"30425","222813_at","ZNF668"
"30426","221963_x_at","ZNF587B"
"30427","223191_at","COX16"
"30428","223714_at","ZNF256"
"30429","221340_at","CDX4"
"30430","223191_at","SYNJ2BP-COX16"
"30431","221327_s_at","OPN1MW2"
"30432","225052_at","TMEM203"
"30433","223203_at","FAM156A"
"30434","221998_s_at","VRK3"
"30435","221999_at","VRK3"
"30436","221820_s_at","KAT8"
"30437","222693_at","FNDC3B"
"30438","225032_at","FNDC3B"
"30439","222692_s_at","FNDC3B"
"30440","222239_s_at","INTS6P1"
"30441","224247_s_at","MRPS10"
"30442","222522_x_at","MRPS10"
"30443","223749_at","C1QTNF2"
"30444","224068_x_at","RBM22"
"30445","222527_s_at","RBM22"
"30446","224509_s_at","RTN4IP1"
"30447","222700_at","ATL2"
"30448","221666_s_at","PYCARD"
"30449","225537_at","TRAPPC6B"
"30450","225083_at","GTF3C6"
"30451","225459_at","AMOTL1"
"30452","225450_at","AMOTL1"
"30453","221089_at","NOX3"
"30454","225283_at","ARRDC4"
"30455","221249_s_at","FAM117A"
"30456","222430_s_at","YTHDF2P1"
"30457","225210_s_at","RAMAC"
"30458","225208_s_at","RAMAC"
"30459","224474_x_at","PPP4R3B"
"30460","222270_at","PPP4R3B"
"30461","223901_at",""
"30462","223876_at","SPATA16"
"30463","222013_x_at","EEF2KMT"
"30464","223901_at","SYT3"
"30465","223543_at","PDZD4"
"30466","224561_s_at","MORF4L1"
"30467","221381_s_at","MORF4L1"
"30468","221469_at","GPR32"
"30469","224468_s_at","SNORD88B"
"30470","223621_at","PNMA3"
"30471","220923_s_at","PNMA3"
"30472","223290_at",""
"30473","222057_at","NOL12"
"30474","224463_s_at","CFAP300"
"30475","220783_at","MMP27"
"30476","225404_at","SMIM12"
"30477","221596_s_at","RBM48"
"30478","221595_at","RBM48"
"30479","221011_s_at","LBH"
"30480","223595_at","ARHGAP42"
"30481","221773_at","ELK3"
"30482","223017_at",""
"30483","223001_at","OSTC"
"30484","225227_at","SKIL"
"30485","220723_s_at","CWH43"
"30486","220724_at","CWH43"
"30487","225221_at","ZKSCAN1"
"30488","223394_at","SERTAD1"
"30489","225385_s_at","HNRNPLL"
"30490","225386_s_at","HNRNPLL"
"30491","221822_at","SGF29"
"30492","220894_x_at","PRDM12"
"30493","221800_s_at","FAAP100"
"30494","225322_s_at","FAAP100"
"30495","223313_s_at","SNORA11E"
"30496","223313_s_at","MAGED4"
"30497","221261_x_at","MAGED4"
"30498","222742_s_at","IFT22"
"30499","223313_s_at","SNORA11D"
"30500","224101_x_at","MRS2"
"30501","224519_at","RPL7AP49"
"30502","223816_at","SLC46A2"
"30503","221299_at","GPR173"
"30504","222025_s_at","OPLAH"
"30505","225291_at","PNPT1"
"30506","224132_at",""
"30507","220973_s_at","SHARPIN"
"30508","225402_at","TP53RK"
"30509","222998_at","MAF1"
"30510","220986_s_at","TIGD6"
"30511","223173_at","SPNS1"
"30512","224484_s_at","BRMS1L"
"30513","221629_x_at","HGH1"
"30514","221422_s_at","MIR600HG"
"30515","223522_at","MIR600HG"
"30516","223522_at","STRBP"
"30517","223246_s_at","STRBP"
"30518","223245_at","STRBP"
"30519","221709_s_at","ZNF839"
"30520","223467_at","RASD1"
"30521","224366_s_at","REPS1"
"30522","221422_s_at","MIR600"
"30523","224524_s_at","ASB3"
"30524","223173_at",""
"30525","225330_at","IGF1R"
"30526","222094_at","SLX1B-SULT1A4"
"30527","223870_at","FBXW10B"
"30528","221517_s_at",""
"30529","223160_s_at","PPP4R3A"
"30530","221517_s_at","MED17"
"30531","223115_at","MED17"
"30532","222111_at","MINDY2"
"30533","221991_at","NXPH3"
"30534","225458_at",""
"30535","225457_s_at",""
"30536","225458_at","SLC9A3"
"30537","225457_s_at","SLC9A3"
"30538","222653_at","PNPO"
"30539","222885_at","EMCN"
"30540","225350_s_at","ZYG11B"
"30541","225338_at","ZYG11B"
"30542","221154_at","TRIM49"
"30543","223017_at","TXNDC12"
"30544","223018_at",""
"30545","224856_at","FKBP5"
"30546","224840_at","FKBP5"
"30547","222471_s_at","KCMF1"
"30548","223999_at",""
"30549","222891_s_at","BCL11A"
"30550","222209_s_at","TMEM135"
"30551","223179_at","YPEL3"
"30552","225439_at","NUDCD1"
"30553","225438_at","NUDCD1"
"30554","225094_at","KMT5AP2"
"30555","222672_at","LYRM4"
"30556","223166_x_at","RABL6"
"30557","225377_at","RABL6"
"30558","222983_s_at","PAIP2"
"30559","222984_at","PAIP2"
"30560","221868_at","PAIP2B"
"30561","223732_at","SLC23A1"
"30562","222678_s_at","DCUN1D1"
"30563","222679_s_at","DCUN1D1"
"30564","224894_at","YAP1"
"30565","224895_at","YAP1"
"30566","223207_x_at","PHPT1"
"30567","220800_s_at","TMOD3"
"30568","223077_at","TMOD3"
"30569","223078_s_at","TMOD3"
"30570","220960_x_at","RPL22P1"
"30571","221775_x_at","RPL22P1"
"30572","221286_s_at","MZB1"
"30573","223565_at","MZB1"
"30574","221075_s_at","NCR2"
"30575","221433_at","FGF21"
"30576","224682_at","ANKIB1"
"30577","224687_at","ANKIB1"
"30578","221351_at","HTR1A"
"30579","222094_at","SLX1A-SULT1A3"
"30580","223139_s_at","DHX36"
"30581","223138_s_at","DHX36"
"30582","220947_s_at","TBC1D10B"
"30583","223985_at","FSD1L"
"30584","225380_at","PKDCC"
"30585","222094_at","SLX1A"
"30586","224494_x_at","HSD17B14"
"30587","224497_x_at","HSD17B14"
"30588","221016_s_at","TCF7L1"
"30589","221088_s_at","PPP1R9A"
"30590","223422_s_at","ARHGAP24"
"30591","221030_s_at","ARHGAP24"
"30592","222860_s_at","PDGFD"
"30593","224072_s_at","KCNK9"
"30594","224899_s_at","MAGT1"
"30595","221553_at","MAGT1"
"30596","221884_at","MECOM"
"30597","223369_at","NTMT1"
"30598","223368_s_at","NTMT1"
"30599","224106_at","NTMT1"
"30600","220886_at","GABRQ"
"30601","222355_at","ZNF585B"
"30602","222859_s_at","DAPP1"
"30603","222858_s_at","DAPP1"
"30604","224695_at","CNOT11"
"30605","223745_at","C16orf95"
"30606","222351_at","PPP2R1B"
"30607","223290_at","PDXP"
"30608","224936_at","EIF2S3"
"30609","224935_at","EIF2S3"
"30610","221918_at","CDK17"
"30611","224252_s_at","FXYD5"
"30612","222408_s_at","YPEL5"
"30613","221032_s_at","TMPRSS5"
"30614","221125_s_at","KCNMB3P1"
"30615","225294_s_at","TRAPPC1"
"30616","221125_s_at",""
"30617","222253_s_at","POM121L9P"
"30618","221592_at","RPL31"
"30619","221593_s_at","RPL31"
"30620","225495_x_at","RAD23A"
"30621","221634_at","RPL23AP82"
"30622","225136_at","PLEKHA2"
"30623","223072_s_at","WBP1P2"
"30624","223610_at","SEMA5B"
"30625","225414_at","RNF149"
"30626","223628_at","TMEM191A"
"30627","223628_at",""
"30628","223041_at","CD99L2"
"30629","224413_s_at","TM2D2"
"30630","224548_at","HES7"
"30631","224431_s_at","KMT5C"
"30632","222048_at",""
"30633","225193_at","TFIP11-DT"
"30634","221810_at","RAB15"
"30635","222862_s_at","AK5"
"30636","223628_at","TMEM191B"
"30637","224495_at","TMEM107"
"30638","224496_s_at","TMEM107"
"30639","225342_at","AK4"
"30640","224495_at","SNORD118"
"30641","224496_s_at","SNORD118"
"30642","222882_s_at","BORCS6"
"30643","221925_s_at","CSPP1"
"30644","222477_s_at","TM7SF3"
"30645","223284_at","NAT14"
"30646","220574_at","SEMA6D"
"30647","224442_at","PHF6"
"30648","225501_at","PHF6"
"30649","220748_s_at","ZNF580"
"30650","224618_at","PTBP3"
"30651","224617_at","PTBP3"
"30652","223389_s_at","ZNF581"
"30653","220979_s_at","ST6GALNAC5"
"30654","223872_at","EPN1"
"30655","221141_x_at","EPN1"
"30656","224554_at","GHSR"
"30657","221360_s_at","GHSR"
"30658","225361_x_at","PABIR2"
"30659","222673_x_at","PABIR2"
"30660","225362_at","PABIR2"
"30661","222585_x_at","KRCC1"
"30662","223872_at",""
"30663","223554_s_at","RANGRF"
"30664","225343_at","TMED8"
"30665","221985_at","KLHL24"
"30666","221986_s_at","KLHL24"
"30667","225036_at","TOMM5"
"30668","221415_s_at","GJA9"
"30669","225036_at",""
"30670","220964_s_at","RAB1C"
"30671","222183_x_at","MBD3"
"30672","224337_s_at","FZD4"
"30673","225201_s_at","MRPL14"
"30674","225271_at","TMEM63B"
"30675","223489_x_at","EXOSC3"
"30676","223490_s_at","EXOSC3"
"30677","222804_x_at","DCAF10"
"30678","221718_s_at","AKAP13"
"30679","222024_s_at","AKAP13"
"30680","224884_at","AKAP13"
"30681","220685_at","FAM120C"
"30682","223075_s_at","AIF1L"
"30683","223074_s_at","AIF1L"
"30684","221684_s_at","NYX"
"30685","221312_at","GLP2R"
"30686","220632_s_at","POMT2"
"30687","220793_at","SAGE1"
"30688","223620_at","GPR34"
"30689","221097_s_at",""
"30690","223142_s_at","UCK1"
"30691","223141_at","UCK1"
"30692","223355_at","ALG1L15P"
"30693","224088_at","NMUR2"
"30694","222681_at","POGLUT1"
"30695","221967_at","NXPH4"
"30696","222292_at","CD40"
"30697","220683_at","RDH8"
"30698","223230_at","PRPF38A"
"30699","223056_s_at","XPO5"
"30700","223055_s_at","XPO5"
"30701","223057_s_at","XPO5"
"30702","221128_at","ADAM19"
"30703","221649_s_at","PPAN"
"30704","222879_s_at","POLH"
"30705","222571_at",""
"30706","223415_at","RPP25"
"30707","223789_s_at","GTPBP2"
"30708","221050_s_at","GTPBP2"
"30709","223788_at","GTPBP2"
"30710","221300_at","NPAP1"
"30711","225384_at","DOCK7"
"30712","223285_s_at","ST6GALNAC4"
"30713","220937_s_at","ST6GALNAC4"
"30714","221551_x_at","ST6GALNAC4"
"30715","220623_s_at","TSGA10"
"30716","223838_at","TSGA10"
"30717","224902_at","PDPR"
"30718","224904_at","PDPR"
"30719","221257_x_at","FBXO38"
"30720","224369_s_at","FBXO38"
"30721","223231_at","TATDN1"
"30722","223516_s_at",""
"30723","223743_s_at","MRPL4"
"30724","223742_at","MRPL4"
"30725","225389_at","BTBD6"
"30726","223340_at","ATL1"
"30727","224759_s_at","TMEM263"
"30728","223221_at","SCO1"
"30729","223401_at","ADPRM"
"30730","220606_s_at","ADPRM"
"30731","224483_s_at","MFSD9"
"30732","225236_at","RBM18"
"30733","220547_s_at","SHLD2P3"
"30734","220722_s_at","SLC5A7"
"30735","222967_at","SLC5A7"
"30736","225126_at","MRRF"
"30737","223425_at",""
"30738","223425_at","RAVER1"
"30739","223076_s_at","NSUN2"
"30740","223240_at","FBXO8"
"30741","222992_s_at","NDUFB9"
"30742","222794_x_at","MTPAP"
"30743","221196_x_at","BRCC3"
"30744","223589_at","ZNF416"
"30745","223068_at","EML4"
"30746","223069_s_at","EML4"
"30747","220716_at","GNL3LP1"
"30748","224235_at",""
"30749","224740_at","SMIM15"
"30750","220542_s_at","BPIFA1"
"30751","225331_at","CCDC50"
"30752","220755_s_at",""
"30753","222269_at","APOOL"
"30754","222920_s_at","TESPA1"
"30755","223310_x_at","PNPLA8"
"30756","223309_x_at","PNPLA8"
"30757","223982_s_at","PNPLA8"
"30758","223680_at","ZNF607"
"30759","224135_at","WDR87"
"30760","223385_at","CYP2S1"
"30761","222305_at","HK2-DT"
"30762","225410_at","COA5"
"30763","225409_at","COA5"
"30764","223122_s_at","SFRP2"
"30765","223121_s_at","SFRP2"
"30766","221448_s_at","TEX15"
"30767","225387_at","TSPAN5"
"30768","225388_at","TSPAN5"
"30769","224424_x_at","ACTR3BP2"
"30770","224425_x_at","ACTR3BP2"
"30771","224426_s_at","ACTR3BP2"
"30772","225257_at","CCDC97"
"30773","225254_at","CCDC97"
"30774","221866_at","TFEB"
"30775","220668_s_at","DNMT3B"
"30776","225336_at","SCAF11"
"30777","222203_s_at","NT5C1B-RDH14"
"30778","223777_at","DDX11L2"
"30779","222203_s_at","RDH14"
"30780","221994_at","PDLIM5"
"30781","220559_at","EN1"
"30782","223744_s_at","SIAE"
"30783","224391_s_at","SIAE"
"30784","224506_s_at","PLPP7"
"30785","224053_s_at","SLC4A9"
"30786","221865_at","TMEM268"
"30787","221085_at","TNFSF15"
"30788","221062_at","HS3ST3B1"
"30789","224507_s_at",""
"30790","224508_at",""
"30791","225533_at","PHF19"
"30792","220919_s_at","CFAP43"
"30793","224251_at","CFAP43"
"30794","224187_x_at","HSPA8"
"30795","221891_x_at","HSPA8"
"30796","221634_at","RPL23AP7"
"30797","222757_s_at","MAP3K20"
"30798","223519_at","MAP3K20"
"30799","222035_s_at","PAPOLA"
"30800","223132_s_at","TRIM8"
"30801","223131_s_at","TRIM8"
"30802","221012_s_at","TRIM8"
"30803","221376_at","FGF17"
"30804","225069_at","PCYT1A"
"30805","222929_at","FHIP2B"
"30806","224742_at","ABHD12"
"30807","221378_at","CER1"
"30808","225346_at","MTERF2"
"30809","225341_at","MTERF2"
"30810","223014_at","UBE2R2"
"30811","224789_at","DCAF12"
"30812","225263_at","HS6ST1"
"30813","223473_at","MPV17L2"
"30814","223786_at","CHST6"
"30815","223210_at","CHURC1"
"30816","221164_x_at",""
"30817","223942_x_at",""
"30818","225194_at","PLRG1"
"30819","224378_x_at","MAP1LC3A"
"30820","223469_at","PGPEP1"
"30821","221425_s_at","ISCA1P6"
"30822","223226_x_at","SSBP4"
"30823","222745_s_at","KATNBL1"
"30824","220551_at","SLC17A6"
"30825","225100_at","FBXO45"
"30826","225099_at","FBXO45"
"30827","221258_s_at","KIF18A"
"30828","222070_at","DND1"
"30829","223857_x_at","EMC4"
"30830","223043_at","EMC4"
"30831","222240_s_at","ISYNA1"
"30832","221621_at","SNHG20"
"30833","225106_s_at","OGFOD1"
"30834","225110_at","OGFOD1"
"30835","221090_s_at","OGFOD1"
"30836","225109_at","OGFOD1"
"30837","224436_s_at","NIPSNAP3A"
"30838","221104_s_at","NIPSNAP3B"
"30839","223764_x_at","NIPSNAP3B"
"30840","221203_s_at","YEATS2"
"30841","221815_at","ABHD2"
"30842","225337_at","ABHD2"
"30843","221187_s_at","FUZ"
"30844","224641_at","FYTTD1"
"30845","224642_at","FYTTD1"
"30846","224533_s_at","TRAV23DV6"
"30847","221440_s_at","RBBP9"
"30848","222523_at","SENP2"
"30849","223596_at","SLC12A6"
"30850","220740_s_at","SLC12A6"
"30851","224782_at","ZMAT2"
"30852","222711_s_at","RHBDF1"
"30853","223435_s_at","PCDHA1"
"30854","224212_s_at","PCDHA1"
"30855","223435_s_at","PCDHA2"
"30856","224212_s_at","PCDHA2"
"30857","223435_s_at","PCDHA3"
"30858","224212_s_at","PCDHA3"
"30859","223435_s_at","PCDHA4"
"30860","224212_s_at","PCDHA4"
"30861","223435_s_at","PCDHA5"
"30862","224212_s_at","PCDHA5"
"30863","223435_s_at","PCDHA6"
"30864","224212_s_at","PCDHA6"
"30865","221294_at","GPR21"
"30866","223435_s_at","PCDHA7"
"30867","224212_s_at","PCDHA7"
"30868","223435_s_at","PCDHA8"
"30869","224212_s_at","PCDHA8"
"30870","223435_s_at","PCDHA9"
"30871","224212_s_at","PCDHA9"
"30872","223435_s_at","PCDHA10"
"30873","224212_s_at","PCDHA10"
"30874","223435_s_at","PCDHA11"
"30875","224212_s_at","PCDHA11"
"30876","220807_at","HBQ1"
"30877","223435_s_at","PCDHA12"
"30878","224212_s_at","PCDHA12"
"30879","225137_at","NFATC3"
"30880","225139_at","NFATC3"
"30881","225141_at","NFATC3"
"30882","223435_s_at","PCDHA13"
"30883","224212_s_at","PCDHA13"
"30884","223497_at","FAM135A"
"30885","221233_s_at","FAM135A"
"30886","223203_at","FAM156B"
"30887","220686_s_at","PIWIL2"
"30888","221827_at","RBCK1"
"30889","224539_s_at","PCDHAC2"
"30890","223435_s_at","PCDHAC2"
"30891","224212_s_at","PCDHAC2"
"30892","221303_at","PCDHB1"
"30893","222514_at",""
"30894","223313_s_at","MAGED4B"
"30895","221261_x_at","MAGED4B"
"30896","222398_s_at","EFTUD2"
"30897","222397_at","EFTUD2"
"30898","225222_at",""
"30899","221971_x_at","BMS1P4-AGAP5"
"30900","221850_x_at","BMS1P4-AGAP5"
"30901","223386_at","FAM118B"
"30902","223593_at","AADAT"
"30903","222665_at","RMDN1"
"30904","221713_s_at",""
"30905","221130_s_at",""
"30906","224371_at","ADAMTSL1"
"30907","222039_at","KIF18B"
"30908","221610_s_at","STAP2"
"30909","221337_s_at","ADAM29"
"30910","224982_at","AKT1S1"
"30911","225403_at","RPP25L"
"30912","224707_at","CYSTM1"
"30913","220847_x_at","ZNF221"
"30914","221939_at","YIPF2"
"30915","222691_at","SLC35B3"
"30916","220670_at",""
"30917","225535_s_at","TIMM23"
"30918","222959_at","CNGB3"
"30919","221634_at","RPL23AP84"
"30920","221971_x_at","AGAP7P"
"30921","221850_x_at","AGAP7P"
"30922","224163_s_at","DMAP1"
"30923","223867_at","TEKT3"
"30924","222171_s_at","PKNOX2"
"30925","223516_s_at","TOMM6"
"30926","225139_at",""
"30927","225137_at",""
"30928","225141_at",""
"30929","222259_s_at","SPO11"
"30930","220585_at","HKDC1"
"30931","221235_s_at","TGFBRAP1"
"30932","225083_at","GTF3C6P2"
"30933","222753_s_at","SPCS3"
"30934","221844_x_at","SPCS3"
"30935","223024_at","AP1M1"
"30936","223025_s_at","AP1M1"
"30937","224221_s_at","VAV3"
"30938","222470_s_at","UQCC1"
"30939","223036_at","FARSB"
"30940","223035_s_at","FARSB"
"30941","221140_s_at","GPR132"
"30942","223887_at","GPR132"
"30943","223248_at","HSDL1"
"30944","222068_s_at","DNAAF1"
"30945","221874_at","ELAPOR1"
"30946","224461_s_at","AIFM2"
"30947","224615_x_at","HM13"
"30948","221509_at","DENR"
"30949","220751_s_at","FAXDC2"
"30950","222163_s_at","SPATA5L1"
"30951","224187_x_at","SNORD14E"
"30952","221891_x_at","SNORD14E"
"30953","224187_x_at","SNORD14D"
"30954","222553_x_at","OXR1"
"30955","223879_s_at","OXR1"
"30956","225520_at","MTHFD1L"
"30957","220863_at","MIP"
"30958","223484_at","MIR147B"
"30959","224006_at","LINC02882"
"30960","222826_at","BLOC1S6"
"30961","224883_at","BLOC1S6"
"30962","224892_at","BLOC1S6"
"30963","221693_s_at","MRPS18A"
"30964","224676_at","TMED4"
"30965","224680_at","TMED4"
"30966","220649_at","AGBL3"
"30967","225205_at","KIF3B"
"30968","222070_at",""
"30969","221489_s_at","SPRY4"
"30970","222883_at","COA7"
"30971","223333_s_at","ANGPTL4"
"30972","221009_s_at","ANGPTL4"
"30973","222850_s_at","DNAJB14"
"30974","224745_x_at","OTUD5"
"30975","221307_at","KCNIP1"
"30976","222719_s_at","PDGFC"
"30977","225224_at","NOL4L"
"30978","224724_at","SULF2"
"30979","223315_at","NTN4"
"30980","223603_at","RNF112"
"30981","221929_at",""
"30982","222383_s_at","ALOXE3"
"30983","224358_s_at","MS4A7"
"30984","223344_s_at","MS4A7"
"30985","223343_at","MS4A7"
"30986","222659_at","IPO11"
"30987","222190_s_at","RUSF1"
"30988","221797_at","OXLD1"
"30989","222956_at","FIGN"
"30990","223027_at","SNX9"
"30991","223028_s_at","SNX9"
"30992","223324_s_at","TRPM7"
"30993","223323_x_at","TRPM7"
"30994","223343_at","MS4A14"
"30995","224575_at","BRK1"
"30996","220790_s_at","MS4A5"
"30997","225510_at","OAF"
"30998","221686_s_at","RECQL5"
"30999","223725_at","LINC00852"
"31000","223862_at","GHRL"
"31001","221096_s_at","TMCO6"
"31002","221549_at","GRWD1"
"31003","224679_at","MESD"
"31004","224675_at","MESD"
"31005","224672_x_at","MESD"
"31006","220776_at","KCNJ14"
"31007","222545_s_at","TMEM254"
"31008","220776_at",""
"31009","224552_s_at",""
"31010","222994_at","PRDX5"
"31011","225364_at","STK4"
"31012","223746_at","STK4"
"31013","223663_at","CCDC88B"
"31014","222914_s_at","TMEM121"
"31015","222475_at","SAP30BP"
"31016","225217_s_at","BRPF3"
"31017","220795_s_at","BEGAIN"
"31018","221387_at","NPFFR1"
"31019","221957_at","PDK3"
"31020","225426_at","PPP6C"
"31021","225429_at","PPP6C"
"31022","222444_at","ARMCX3"
"31023","223503_at","TMEM163"
"31024","220816_at","LPAR3"
"31025","222444_at",""
"31026","223474_at","IRF2BPL"
"31027","224225_s_at","ETV7"
"31028","221680_s_at","ETV7"
"31029","225003_at","TMEM205"
"31030","222738_at","WWC2"
"31031","222125_s_at","P4HTM"
"31032","225226_at","STRIP1"
"31033","221934_s_at","DALRD3"
"31034","221769_at","SPSB3"
"31035","220614_s_at","ADGB"
"31036","222793_at","DDX58"
"31037","222768_s_at","TRMT6"
"31038","224320_s_at","MCM8"
"31039","222793_at",""
"31040","224048_at","USP44"
"31041","223508_at","NOTCH1"
"31042","221010_s_at","SIRT5"
"31043","224723_x_at","SMIM30"
"31044","225324_at",""
"31045","223978_s_at",""
"31046","225324_at","CRLS1"
"31047","223978_s_at","CRLS1"
"31048","223885_at","CALN1"
"31049","223829_at","TKTL2"
"31050","221347_at","CHRM5"
"31051","222675_s_at","BAIAP2L1"
"31052","221199_at","GFRA4"
"31053","224208_at","PLEKHA8"
"31054","225215_s_at",""
"31055","224779_s_at","CIAO2A"
"31056","223875_s_at","EPC1"
"31057","225417_at","EPC1"
"31058","221673_s_at","CSNK1G1"
"31059","220640_at","CSNK1G1"
"31060","221569_at","AHI1"
"31061","220841_s_at","AHI1"
"31062","220842_at","AHI1"
"31063","222221_x_at","EHD1"
"31064","225103_at","MRPL38"
"31065","225103_at",""
"31066","223449_at","SEMA6A"
"31067","225422_at","CDC26P1"
"31068","224812_at","HIBADH"
"31069","224607_s_at","SRP68"
"31070","224878_at","UBFD1"
"31071","221840_at","PTPRE"
"31072","223198_x_at","COMMD5"
"31073","223819_x_at","COMMD5"
"31074","224387_at","COMMD5"
"31075","222436_s_at","RNF103-CHMP3"
"31076","220797_at","METTL16"
"31077","224870_at","MIR4449"
"31078","224870_at","SNORA26"
"31079","222976_s_at","TPM3P8"
"31080","224752_at","STMP1"
"31081","224751_at","STMP1"
"31082","222516_at","AP3M1"
"31083","222517_at","AP3M1"
"31084","225157_at","MLXIP"
"31085","221673_s_at",""
"31086","223599_at","TRIM6"
"31087","223893_at","ENAM"
"31088","222488_s_at","DCTN4"
"31089","225500_x_at","SCAF1"
"31090","221044_s_at","TRIM6-TRIM34"
"31091","224175_s_at","TRIM6-TRIM34"
"31092","224937_at","PTGFRN"
"31093","224950_at","PTGFRN"
"31094","224974_at","SUDS3"
"31095","222349_x_at","RNF126P1"
"31096","222739_at","TMEM62"
"31097","223084_s_at","CCNDBP1"
